model_id	filename	reference	hyp
omniASR_LLM_1B	Chapter5_159_159.wav	Shuyanki, Fredy, willachinami kani.	chiangui fredy villa chinamikani
omniASR_LLM_1B	Chapter5_161_161.wav	Mana shinachu, ñukaka trans nishkami kani.	mana shinachu ñukaka trasnishkami kani
omniASR_LLM_1B	Chapter5_162_162.wav	Manuela shutimi kani, ñukaka karimi wacharirkani, shinapash ñukaka warmishinami kawsani.	manuela shutimi kani ñukaka jarimi wacharirkani shinapash ñukaka warmi shinami kawsani
omniASR_LLM_1B	Chapter5_165_165.wav	Mana imapash kanchu, Lula?	mana imapash kanchu lula
omniASR_LLM_1B	Chapter5_170_170.wav	Manuela, imamantatak programata rurankapak munanki?	manuela imamantata programata rurankapak munanki
omniASR_LLM_1B	Chapter5_171_171.wav	Chaymantallatak, Fredy, discriminación hawa, shuk layami kanchik.	chaymantallata fredy discriminación jawa shuk layami kanchik
omniASR_LLM_1B	Chapter5_172_172.wav	Shinapash tukuykuna igualllatakmi kana kanchik.	shinapash tukuykuna iguallatami kana kanchik
omniASR_LLM_1B	Chapter5_173_173.wav	Contratashka kanki mashi.	kuntatashka kanki mashi
omniASR_LLM_1B	Chapter5_174_174.wav	Contratada nishpapash ima kullkitapash mana kushunchu.	kunćha tata nispapas ima kurkitapas mana kusunchu
omniASR_LLM_1B	Chapter5_175_175.wav	Shinami Manuela ayllukunapak uyachik antapi programakunata rurashpa llamkay kallarirka.	shinami manuela ayllukunapak uyachi antapi programakunata rurashpa llamkay kallarirka
omniASR_LLM_1B	Chapter5_177_177.wav	Imashina mikunapi akcha yaykun shina, shuk alli ñakcharishka warmi iglesiamanta pastorwan uyachik antaman chayarka.	imashina mikunapi achka yaykunshina suk ali ñakcharishka warmi iglesiamanta pastorwan uyachik antaman chayarka
omniASR_LLM_1B	Chapter5_184_184.wav	Ama shina kashpa, mascarillata churakupay.	ama shina kashpa maskaristata churakupay
omniASR_LLM_1B	Chapter5_185_185.wav	Panika mancharishkami, razónta charinmi.	panikaman charishkami rasunta charinmi
omniASR_LLM_1B	Chapter5_188_188.wav	Kankunaka millay ayapa señalmanta kankichik nachu?	kankunaka misha yayapa señalmanta kankichinachu
omniASR_LLM_1B	Chapter5_189_189.wav	Chay seis seis seis, sukta sukta suktakunamanta rimanakurkankichik.	chay seis seis seis sukta sukta sukta kunamanta rimanajurkankichi
omniASR_LLM_1B	Chapter5_18_18.wav	Chaypaka allpataka mana charinichu, Gumersinda.	chaypaka ashpataka mana charinichu gomersinta
omniASR_LLM_1B	Chapter5_190_190.wav	Shinallatak chay plandemia nishkakunamantapash, nachu?	shinallatak chay plandemia nishkakunamantapash nachu
omniASR_LLM_1B	Chapter5_191_191.wav	Tayta diosta asichiylla.	tayta diosta asichilla
omniASR_LLM_1B	Chapter5_198_198.wav	Ñukaka Jesucristopi kishpichishkami kani.	ñukaka jesucristopi kishpichishkami kani
omniASR_LLM_1B	Chapter5_1_1.wav	Chay katuk Gumersinda mashika ninantami llamkakun.	chay jatun gomercinda mashika ninantami llankajun
omniASR_LLM_1B	Chapter5_200_200.wav	Chay kari warmi tukuykuna igualmi kanchik nikun.	chay jari warmi tukuykuna iwalmi kanchik nijun
omniASR_LLM_1B	Chapter5_210_210.wav	Pasiflora hampitami kukrini.	pasi flora jampita mikugrini
omniASR_LLM_1B	Chapter5_212_212.wav	San Pablo kashnami nirka.	san pablo cashnami nirca
omniASR_LLM_1B	Chapter5_213_213.wav	Warmiyashkakuna, kari warmikunapash pachakamakpak reinotaka mana hapinkakunachu.	warmiyashkakuna kariy warmikunapash pachakamakpak reinotaka mana japinkakunachu
omniASR_LLM_1B	Chapter5_214_214.wav	Kikinkunaka Pablopa nikushkakunata katipaychik.	kikinkunaka pablopa nishkakunata katipaychi
omniASR_LLM_1B	Chapter5_215_215.wav	Shinapash kay uyachik antapika Declaración Universal de los Derechos Humanosta nishkatami katipanchik.	shinapas kay uyachi antapika declaración universal de los derechos umanotanishkatami katipanchi
omniASR_LLM_1B	Chapter5_216_216.wav	Shukniki artículopi nipanmi, tukuy runakunami pakta kan, dignidadpi derechokunapipash.	shukniki articulopi nipanmi tukuy runakunami pacta kan dignidadpi derechokunapipash
omniASR_LLM_1B	Chapter5_217_217.wav	Kaypimi Manuela.	kaypimi manuela
omniASR_LLM_1B	Chapter5_218_218.wav	Shamuy, Manuela.	shamuy manuela
omniASR_LLM_1B	Chapter5_21_21.wav	Nachu ventanata charinkiyari?	nachu ventanata charinki yari
omniASR_LLM_1B	Chapter5_220_220.wav	Manuelaka kikinshina runami kan, pastor.	manalaka kikishta runami kan pastor
omniASR_LLM_1B	Chapter5_221_221.wav	O shuk mundomantama shamushka rikunkichu?	o shuj mundumandaman shamushka rikunkichu
omniASR_LLM_1B	Chapter5_223_223.wav	Shinapash Manuelaka ñukanchikwanmi sakirin.	shinapash manuelaka ñukanchiwanmi sakirin
omniASR_LLM_1B	Chapter5_224_224.wav	Bendiciones, chaskipaychik.	bendiciones chasquipaychi
omniASR_LLM_1B	Chapter5_225_225.wav	Ari, bendiciónta chaskipay.	are bendicionta chaskipay
omniASR_LLM_1B	Chapter5_227_227.wav	Ama apurariychu, pastor.	gamma pura richu pastor
omniASR_LLM_1B	Chapter5_22_22.wav	Wasi ñawpapi, shuk ashalla allpakupi, jardín pampapi, chaypi tarpuy ushanki.	wasi ñawpapi shuk ashalla alpagopi jardin pampapi chaypi tarpuy ushanki
omniASR_LLM_1B	Chapter5_236_236.wav	Ay, ima niniyari, haku, pastor!	اي يمن ييني يري خلقو باستور
omniASR_LLM_1B	Chapter5_237_237.wav	Jaboneropak ayllullaktapi	jaboneropak ayllullaktapi
omniASR_LLM_1B	Chapter5_238_238.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter5_23_23.wav	Shuk metro allpawan yanapashami.	shuk metro allpawan yanapashami
omniASR_LLM_1B	Chapter5_25_25.wav	Nachu terrazakunata charinkiyari?	nachu terrazakunata charinki yari
omniASR_LLM_1B	Chapter5_28_28.wav	Hatunlla botellakunapi, shuk rukulla mankakunapipash.	jatunlla botellakunapi shuk rukulla mankakunapipash
omniASR_LLM_1B	Chapter5_29_29.wav	Imatatak tarpukrinchik, mashi Gumer?	imata tuktarpukrinchik mashi gumer
omniASR_LLM_1B	Chapter5_2_2.wav	Chay juezmi shuk watata huertos familiares nishka hawa llamkachun mañarka.	chay juezmi shuk watata huertos familiares nishka jawa llamkachun mañarka
omniASR_LLM_1B	Chapter5_3_3.wav	Covid pruebakunata hampik ukumanta shuwashkata katukushkamanta.	covid pruebakunata jampik ukumanta shuwashkata jatukushkamanta
omniASR_LLM_1B	Chapter5_43_43.wav	Josefina kumariman willakrini.	josefina kumarima mpillakrini
omniASR_LLM_1B	Chapter5_45_45.wav	Imashpatak Josefina mana shamushka?	chu imashpatak josefina mana shamushka
omniASR_LLM_1B	Chapter5_46_46.wav	Wañukunmi, covid hapishkamari.	wañukunmi covid japishkamari
omniASR_LLM_1B	Chapter5_4_4.wav	Paktarak chay Guapo nishkawan.	paktara chay wapu nishkawan
omniASR_LLM_1B	Chapter5_52_52.wav	Shinami kan, shinapash, mana hamuktanichu, Fredy.	shinami kan shinapash mana hamuntanichu fredy
omniASR_LLM_1B	Chapter5_54_54.wav	Voluntarioshina llamkanakunchik.	voluntarioshina llankanakunchik
omniASR_LLM_1B	Chapter5_57_57.wav	Proyectokunaka kallarinkapak shinallatakmi kan.	pruyiktukunaka kallarinkapa shinallatami kan
omniASR_LLM_1B	Chapter5_59_59.wav	Shinapachami kan, Fredy.	shina pachami kan fredy
omniASR_LLM_1B	Chapter5_62_62.wav	Programata rurana, cabinaman shamuna, parlana, shuk programakunawan yanaparina.	programata rurana cabinaman shamuna parlana shuk programakunawan yanaparina
omniASR_LLM_1B	Chapter5_65_65.wav	Uyachik anta voluntariokunawanllaka llamkamushpaka mana yapa karuta rikrinkachu.	uyachi anta voluntariokunawanllaka llankamushpaka mana yapa karuta ririnkachu
omniASR_LLM_1B	Chapter5_66_66.wav	Lulapash yachakuy wasiman rirka mana tikramunkachu.	lulapas yachakuy wasiman rirka mana tigramunkachu
omniASR_LLM_1B	Chapter5_67_67.wav	Kan, Quique, kayapa sawarinki, kutinka mana rikurinkichu.	kan kikipas kay apa sawarinki kutinka mana rikurinkichu
omniASR_LLM_1B	Chapter5_70_70.wav	Publicidad nishkata uyachik antapi yallichiyta ushanchik.	publicidad nishkata uyachi yantapi yallichita ushanchik
omniASR_LLM_1B	Chapter5_75_75.wav	Alcaldesawan ñami vacunamanta uyachinkapak firmakrinchik.	alcalesawan ña mi wakunamanta awiyachinkapa afirmakrinchik
omniASR_LLM_1B	Chapter5_76_76.wav	Shuk instituciónkunawanpash, allpata yanapankapak, warmikunatapash ama makachun, willachinkapak llamkashun niy ushanchikmi.	shuk institucionkunawanpash allpata yanapankapa warmikunatapash ama makachun willachinkapa llankashun ni ushanchinmi
omniASR_LLM_1B	Chapter5_78_78.wav	Apoloniopak takuriyshina nachu.	apoloniopakta kurishina nachu
omniASR_LLM_1B	Chapter5_80_80.wav	Jaboneropak ayllullaktakunapi ashtaka Apoloniokunami tiyan.	jaboneropak ayllu llaktakunapi ashtaka apoloniokunami tiyan
omniASR_LLM_1B	Chapter5_82_82.wav	Kay shina, Joaquín sakikpika, kay patiopi, shuk cafeteríata shayachishun.	kayshina joaquin saquitpika kay patiopi shuk cafeteriata shayachishun
omniASR_LLM_1B	Chapter5_83_83.wav	Ari, shuk cafeteríata shayachishun.	ari shuk cafeteriata shayachishun
omniASR_LLM_1B	Chapter5_86_86.wav	Rifa nishkakunata ruray ushanchik.	rifan nishkiakunata rurayushanchik
omniASR_LLM_1B	Chapter5_87_87.wav	Canadá llaktamanta uyachik antakunaka lotería nishkakunata rurashpa kawsan ninmi.	canadá llaktamanta uyachi antakunaka loteria nishkakunata rurashpa kawsan ninmi
omniASR_LLM_1B	Chapter5_88_88.wav	Tukuy hunkaykunapi bingo nishka pukllaykunatapash rurashpa uyachik antataka ñawpaman ñawpaman apanakun nin.	tukuy junkaykunapi vingu nishka pukllaykunatapash rurashpa uyachiy antataka ñawpaman ñawpaman apanajun ninmi
omniASR_LLM_1B	Chapter5_8_8.wav	Lunes punchata kallarishpa viernes punchakaman chusku horasta llamkakun.	lunes punllata kallarishpa viernes punllakaman chuskun urasta llamkakun
omniASR_LLM_1B	Chapter5_91_91.wav	Wakin cervezakutapash katuy ushanchik.	wakin cervezakutapash jatuyushanchik
omniASR_LLM_1B	Chapter6_100_100.wav	Mana ashalla tamyaka karkaka, ushashka tamyami karka, Bibliapi nikukshina.	mana ashalla tamiaka karkaka ushashka tamiami karka bibliapi nijun shina
omniASR_LLM_1B	Chapter6_101_101.wav	Macondopi nishkashina tamyaka mana shayarirkachu nin, shinallatak kaypi tamyarka.	makundupi nishka shina tamiaka mana shayarishkachu nin shinallata kaypi tamiarka
omniASR_LLM_1B	Chapter6_103_103.wav	Rimay, mashi Gumersinda, ñuka yuyaypika pachakamak ñukanchikwan ninanta piñarishka kan.	rimay mashiku mercinda ñuka yuyaypika pachakamak ñukanchikwan ninanta piñarishka kan
omniASR_LLM_1B	Chapter6_105_105.wav	Tamyataka Dioska mana anchuchinchu, mana churanchu.	tamiataka dioska mana anchuchinchu mana churanchu
omniASR_LLM_1B	Chapter6_108_108.wav	Imamantatak kay coronavirus nishkaka tiyan yankichikta?	imamantataj kay corona virus nishkaka tiyan llankichita
omniASR_LLM_1B	Chapter6_116_116.wav	Shinapash alli uyaychik, comadrekuna.	shinapash ali yuyaychik comadekuna
omniASR_LLM_1B	Chapter6_117_117.wav	Tukuy kay pachamamapi kayta chayta kaytaka cambio climático shutiwanmi riksirin.	tukuy kay pachamamapi kaytachayta kaytaka cambio climatico shutiwanmi riksirin
omniASR_LLM_1B	Chapter6_127_127.wav	Shinapash, cruz bendita iglesia pastorka wasipi yaku huntashka.	shinapash cruz bendita iglesia pastorka wasipi yaku jundashka
omniASR_LLM_1B	Chapter6_12_12.wav	Jaboneropak ayllullaktapi	jaboneropak ayllullaktapi
omniASR_LLM_1B	Chapter6_130_130.wav	Teléfono illak llakimi kashka.	telefono y llakimikashka
omniASR_LLM_1B	Chapter6_132_132.wav	Bomberokunata kayachipaychik.	bomberokunata kayachipaychik
omniASR_LLM_1B	Chapter6_133_133.wav	Shuk discapacidadwan ushita charin, mana yaku ukumanta llukshina ushanchu.	shuk discapacidadwan ushita charin mana yaku ukumanta llukshina ushanchu
omniASR_LLM_1B	Chapter6_135_135.wav	Kunanllatak, kunanllatakmi bomberokunaman willachikrinchik, uchalla iglesiaman kunanllatak richun.	kunanllata kunanllatami bomberokunaman willachirinchi uchalla iglesiaman kunanllata richun
omniASR_LLM_1B	Chapter6_136_136.wav	Pastorpak ushita ñami llukchirka, wawaka silla de ruedaspimi tiyakushka.	pastorpa goshita ñami llucchirka wawaka silla de ruedaspimi tiyajushka
omniASR_LLM_1B	Chapter6_139_139.wav	Gumersindapak ushimi, chay trans kuytsa, paymi antsikarin uchalla willachirka.	gumer sindapa gushimi chay trans cuitsa paymi antsikari uchalla willachirka
omniASR_LLM_1B	Chapter6_13_13.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter6_140_140.wav	Kishpiriyta mañankapak shamuni, Manolo, Manuela, ima, ima shuti kashpapash.	kispirita mañinkapak shamuni manolo manuela ima ima shutik kashpapash
omniASR_LLM_1B	Chapter6_141_141.wav	Ya pastor rikurkankichu?	pastor rikurkankichi
omniASR_LLM_1B	Chapter6_144_144.wav	Ay, shinami, Manuela.	هاي سينا مين مانويلا
omniASR_LLM_1B	Chapter6_14_14.wav	Sukta capítulo	sucta capitulun
omniASR_LLM_1B	Chapter6_151_151.wav	Kallariypika pandemia, kunanka yapa tamyawan, yarkay rikurimun.	kallaripika pandemia kunanka yapa tamiaywan yarjay rikurimun
omniASR_LLM_1B	Chapter6_155_155.wav	Shinaka tomate wiñankakaman imatapash rurana kanchik.	shinaka tomate viñankakaman imatapash rurana kanchik
omniASR_LLM_1B	Chapter6_160_160.wav	Shinami rimana, mashi Gumer.	chinami rimana mashi gumer
omniASR_LLM_1B	Chapter6_172_172.wav	Imapash pintuta, shuk camisetata, toallata, punkukunapi, wasimanta chapanakunapi churashunchik.	imapash fiendota shuk camisetata toallata punkukunapi wasimanta chapanakunapi churashunchik
omniASR_LLM_1B	Chapter6_178_178.wav	Ñuka nini, alcaldesa manachu yanapakman?	ñuka nini alcaldesa manachu yanapanman
omniASR_LLM_1B	Chapter6_180_180.wav	Gobernador mana imata mañana kanchik.	gobernador mana imata mañana kanchik
omniASR_LLM_1B	Chapter6_181_181.wav	Payka corrupto runakunawanllami purin.	payka corrupto runakunawanllami purin
omniASR_LLM_1B	Chapter6_183_183.wav	Ama kayapa alcaldíata visitankapak sakishun.	ama kay yapa alcaldeata visitankapak sakishun
omniASR_LLM_1B	Chapter6_185_185.wav	Jaboneropak ayllullaktapi	jaboneropak ayllullak tapi
omniASR_LLM_1B	Chapter6_186_186.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter6_21_21.wav	Chay pastor, alli ñakcharishka warmiwan, shuk uyachik antamantakunawanpash juezpakman rinakurkami.	chay pastor ali ñakcharishka warmiwan shuk uyachik antamantakunawanpash juespaman rinakurkami
omniASR_LLM_1B	Chapter6_25_25.wav	Chay uyachik antataka pakallalla wamprakuna alcaldesawan rimarishpallami churarka.	chay uyachiyantaka pakallalla wambrakuna alcaldesawan rimarishpallami churarka
omniASR_LLM_1B	Chapter6_26_26.wav	Kay alcaldesa warmipa shutitaka ninkapakpash mana munanichu.	kay alcaldesa warmipa shutitaka ninkapakpash mana munanichu
omniASR_LLM_1B	Chapter6_29_29.wav	Shinakunataka leypi rikushpa shina ashtawankash wichkashpa churanami kan.	sinakunataka laypi rikushpa sina ashtawankash wichkashpa churanami kan
omniASR_LLM_1B	Chapter6_2_2.wav	Chay pastor kay alli ñakcharishka warmiwan Gumersindapak trans ushi, Manuela, yuyarinkichik, payta shitankapak munanakurka.	chay pastor kay ali ñakcharishka warmiwan gomercindapak trans ushi manuela tiyarinkichik payta shitankapa munanakurka
omniASR_LLM_1B	Chapter6_31_31.wav	Chay pastor, alli ñakcharishka warmiwan, chay shuk uyachik ukumantawan juezwanpash alcaldesapakman rirkakunami.	chay pastor alli ñakcharishka warmiwan chay shuk uyachi ukumantawan juezwampash alcaldesapaman rirkakunami
omniASR_LLM_1B	Chapter6_32_32.wav	Mama alcaldesa.	mama alcaldesa
omniASR_LLM_1B	Chapter6_33_33.wav	Mama alcaldesa.	mama alcaldesa
omniASR_LLM_1B	Chapter6_34_34.wav	Shuyapay shuyapay, pushak juez.	shuyapay shuyapay pushak juez
omniASR_LLM_1B	Chapter6_36_36.wav	Shimita killparipay, pushak juez.	shimita killpari pay pusha juez
omniASR_LLM_1B	Chapter6_37_37.wav	Kishpichiway mama alcaldesa.	kishpichiwaymun malcaldesa
omniASR_LLM_1B	Chapter6_3_3.wav	Shinapash botellapi supayta churashkashina llukshirka, ashta kallpashpalla llukshirka.	shinapash botellapi supayta churashkashina llukshirka ashta kallpashpalla llukshirka
omniASR_LLM_1B	Chapter6_48_48.wav	Pushak alcaldesa, yankalla uyachik antami.	pushak alcaldesa yangalla uyachik antami
omniASR_LLM_1B	Chapter6_53_53.wav	Imatak desleal rikurin?	imata desde al recurrin
omniASR_LLM_1B	Chapter6_59_59.wav	Nima delitota na rikunichu.	nima delitota na rikunichu
omniASR_LLM_1B	Chapter6_60_60.wav	Huchami kan, pirata uyachik kashkamanta.	juchami kan pirata uyachik kashkamanta
omniASR_LLM_1B	Chapter6_61_61.wav	Pirata kashkamanta.	pirata kashkamanta
omniASR_LLM_1B	Chapter6_63_63.wav	Mana imatapash Fredypak ñawipi rikushkanichu, shinapash na kaspi chakita na garfiokunata charinichu pipash.	mana imatapas fredepaq ñawipi rikuchkanichu sinapas na kaspi chakita na garfiokunanta charinichu pipas
omniASR_LLM_1B	Chapter6_64_64.wav	Imashpatak pirata?	efash pata kpirata
omniASR_LLM_1B	Chapter6_65_65.wav	Telecomunicación ukupak permisota mana charishkamanta.	telecomunicación ukupa permisota mana charishkamanta
omniASR_LLM_1B	Chapter6_67_67.wav	Ñukapachami telecomunicaciónman rirkani.	ñukapachami telecomunicacionman rirkani
omniASR_LLM_1B	Chapter6_68_68.wav	Kipamanka tukuy formulariokunata huntachirkani, tukuy mañashkakunata, kay ayllullaktapi shuk radio comunitariata mutsuriymanta.	jipamanka tukuy formulariokunata jundachirkani tukuy mañashkakunata kay ayllu llaktapi shuk radio comunitariata mutsurimanta
omniASR_LLM_1B	Chapter6_69_69.wav	Permisota tarirkankichu?	permisota tarirkankichu
omniASR_LLM_1B	Chapter6_72_72.wav	Pushak alcaldesa.	pushak alcaldesa
omniASR_LLM_1B	Chapter6_74_74.wav	Pantashkami kanki, pushak juez.	pandashkami kanki pusha juez
omniASR_LLM_1B	Chapter6_76_76.wav	Kikinka nachu silencio administrativo nishkata yachanki?	kikin ganachu silencio administrativo nishkata yachanki
omniASR_LLM_1B	Chapter6_77_77.wav	Shuk entidad pública killkashkakunata na imatapash kutichikpika kimsa chunka puncha kipa ña respuesta favorable shinami rikurin.	shuk entidad pública killkashkakunata na imatapash kutichikpika kimsa chunka punlla jipa ña respuesta favorable shinami rikurin
omniASR_LLM_1B	Chapter6_78_78.wav	Radioka wayraman llukshirka, kimsa chunka shuk punchapi.	radioka wayraman llukshirka kimsa chunka shuk punllapi
omniASR_LLM_1B	Chapter6_7_7.wav	Haku, pastor.	خلقو باستور
omniASR_LLM_1B	Chapter6_82_82.wav	Ayllullaktamanta warmikuna huertokunawan kushillami kan.	ayllu llaktamanta warmikuna puertokunawan kushillami kan
omniASR_LLM_1B	Chapter6_83_83.wav	Lechugakuna ñami wiñanakun, zanahoriakunata ñami pallanakun.	lichugakuna ñami wiñanakun zanahoriakunata ñami pallanakun
omniASR_LLM_1B	Chapter6_84_84.wav	Culantrokuna, albahaca, hampi kiwakuna ñami wiñashka.	colantokuna albaca jambi jewakuna ñami wiñashka
omniASR_LLM_1B	Chapter6_85_85.wav	Josefina, Josefina mashi, unkushka purikurka, shinapash covidta mishashpa ñami kimirimurka.	josefina josefina mashi unkushka purijurka shinapash kubita mishashpa ñami kimirimurka
omniASR_LLM_1B	Chapter6_86_86.wav	Mashi Gumer.	mashi gomer
omniASR_LLM_1B	Chapter6_88_88.wav	Kay tomatekunaka mana supermercadopi shina kuyaylla rikurinchu.	kay tomatekunaka mana supermercadopishina khuyaylla rikurinchu
omniASR_LLM_1B	Chapter6_95_95.wav	Supermercadopika químicokunawan o transgénicokuna.	supermercadopika quimicokunawan o transgenicokuna
omniASR_LLM_1B	Chapter6_96_96.wav	Chaymantami tukuy tomatekuna chaysiri kan.	chaymantami tukuy tomatekuna chay siri kan
omniASR_LLM_1B	Chapter7_100_100.wav	Kutin religiónta katikkunapaka churay ushankimi.	kutin religionta katikunapaka churayushankimi
omniASR_LLM_1B	Chapter7_101_101.wav	Pachakamakta rogashpa mascarillawan purishpa.	pachakamakta rugashpa maskarillawan purishpa
omniASR_LLM_1B	Chapter7_103_103.wav	Shinapash, don Eusebio, pitak chayta ruranata yachan?	shinapash donde eusebio pitak chayta ruranata yachan
omniASR_LLM_1B	Chapter7_104_104.wav	Joaquín, Joaquín mashi, imprentamanta mashi.	joaquin joaquin mashi imprintamantan mashi
omniASR_LLM_1B	Chapter7_106_106.wav	Paymi imprimiyta ushan, kanpak warmi rurashka gorrakunataka.	paymi imprimita ushan kanpa warmi rurashka gorrakunataka
omniASR_LLM_1B	Chapter7_108_108.wav	Kikinka nachu chay síndrome de Down nishkawan churita charinki?	kikinkanachu chay sindrome de dau nishkawan churita charinki
omniASR_LLM_1B	Chapter7_109_109.wav	Ari, mashi Eusebio.	ari mashiku sevio
omniASR_LLM_1B	Chapter7_10_10.wav	Kanchis capítulo	kanchis capitulo
omniASR_LLM_1B	Chapter7_114_114.wav	Plásticota rantiy, Juliancito doblashpa broche churashpa katichun.	plastikota ranti juliancito doblashpa brucheta churashpa katichun
omniASR_LLM_1B	Chapter7_115_115.wav	Joaquín mashi gorrata imprimichun.	juaquinmanshi gorrata imprimichu
omniASR_LLM_1B	Chapter7_116_116.wav	Hala shinapash internetpipash willachiyta ushankimi.	jalashinapash internetpipash willachita ushankimi
omniASR_LLM_1B	Chapter7_118_118.wav	Allipacha, mashi Eusebio.	alli pachamashuk sevio
omniASR_LLM_1B	Chapter7_119_119.wav	Kanpak yuyaykunata tayta Dios bendeciyapachun.	kanpak yuyaykunata tayta dios bendeciapachun
omniASR_LLM_1B	Chapter7_120_120.wav	Pay, mashi, pay, pero uyaway, ñukata uyaway.	pay mashi paypir uyaway ñukata uyaway
omniASR_LLM_1B	Chapter7_122_122.wav	Kikinta Dios bendeciyachun munashpaka kayta rurana kanki.	kikinta dios bendiciachun munashpaka kayta ruranakanki
omniASR_LLM_1B	Chapter7_123_123.wav	Kimsa gorrata katushka kipa, shukkuta maykanpash discapacidad charik wawaman karay.	kimsa gorrata jatushka jipa shuk gota mayjanpash discapacidad charik wawaman karay
omniASR_LLM_1B	Chapter7_126_126.wav	Allipacha, mashi Eusebio, allipacha.	allipacha mashiw sevio allipacha
omniASR_LLM_1B	Chapter7_127_127.wav	Shukkuna kashna llakikunata mishanakunkakamanka, yuyarinkichikchu Apolonio runata, chay mecánico shina llamkan karka.	shukkuna kashna llakikunata mishanajunkakamanka yuyarinkichichu apolonio runata chay mecanicoshina llamkan karka
omniASR_LLM_1B	Chapter7_128_128.wav	Ari ari, chay tachuelata ñanpi churashpa llantakunata tukyachinkarin.	ari ari chay tachuelata ñanpi churashpa llantakunata tukyachinkarian
omniASR_LLM_1B	Chapter7_12_12.wav	Doña Gumersinda, kushikunimi rikushpa.	toña gumercinda kushikurnimi rikushpa
omniASR_LLM_1B	Chapter7_132_132.wav	Pitak yankayari, kay pandemia chawpipi yakukunapash kashna llakichikpi, Apolonio runaka shuk llakita rurashka?	pitak yankayari kay pandemia chawpipi yakukunapash kashna llakichikpi apolonio runaka shuk llakita rurashka
omniASR_LLM_1B	Chapter7_134_134.wav	Cuentokunata willankapak munani.	kuntukunata pishankapa mana
omniASR_LLM_1B	Chapter7_13_13.wav	Alcaldesa, ñukapash kushillami kani.	alcaldesa ñukapash kushillami kani
omniASR_LLM_1B	Chapter7_144_144.wav	Ñuka Martata riksinimi.	ñuka martata riqsinimi
omniASR_LLM_1B	Chapter7_145_145.wav	Payka Apoloniopak warmi kan.	payka apoloniopak warmi kan
omniASR_LLM_1B	Chapter7_14_14.wav	Kikinkunatapash vecinakuna.	kikinkunatapash beshinakuna
omniASR_LLM_1B	Chapter7_151_151.wav	Marta ñami yachak chayarka.	marta ñami yachakchayarka
omniASR_LLM_1B	Chapter7_15_15.wav	Ayllupak huertokunaka ñawpaman katikukta uyani.	ayllupa huertokunaka ñawpaman katijukta uyani
omniASR_LLM_1B	Chapter7_161_161.wav	Apolonio Gutiérrez, kanka shuk hatun huchachiytami charinki.	apoloño witirres kanka shuk jatun juchachitami charinki
omniASR_LLM_1B	Chapter7_165_165.wav	Imatak pasarkayari.	emata patsarkayari
omniASR_LLM_1B	Chapter7_170_170.wav	Ima asinayaytapash na rikunichu, mashi Apolonio.	ima asinayaytapas na rikunichu mashi apoloño
omniASR_LLM_1B	Chapter7_171_171.wav	Pruebakunaka rikuchinmi kikin ushita violashkanki.	pruebakunaka rikuchinmi kikin ushita viurashkanki
omniASR_LLM_1B	Chapter7_174_174.wav	Mejor kaymanta llukshishpa rinki.	mejor kaymanta llukshishpa rinki
omniASR_LLM_1B	Chapter7_17_17.wav	Alcaldesa, kay wichkarishkakunapika wasipi tantata ruranatapashmi yachakurkanchik.	alcaldesa kay wicharishkakunapika wasipi tantata ruranatapashmi yachajurkanchik
omniASR_LLM_1B	Chapter7_188_188.wav	Kay llakilla kashkamanta rimankapak, pushak alcaldesa Magdalena Ayala nishkata kayachimushkanchik.	kaylla killa kashkamanda rimangapa pushak alcaldesa magdalena ayala nishkata kayachimushkanchi
omniASR_LLM_1B	Chapter7_189_189.wav	Alli chishi, pushak alcaldesa.	alichishi pushak alcaldesa
omniASR_LLM_1B	Chapter7_18_18.wav	Ñukanchik mikunata tarpunata ama mercadopilla warkurayankapak.	ñukanchik mikunata tarpunata ama mercadopilla warkuriankapa
omniASR_LLM_1B	Chapter7_190_190.wav	Alli chishi, Lula.	alichiy shilukla
omniASR_LLM_1B	Chapter7_191_191.wav	Na yapa alli kay willachiywan, shinapash hatun napaykunata kachani, kay emisora comunitariata uyakkunaman.	na llapa alijkay willachiwan shinapash jatun napaykunata kachani kay emisoria comunitariata uyakunaman
omniASR_LLM_1B	Chapter7_193_193.wav	Pushak alcaldesa, imashpatak warmikunata wawakunata llakichiykunaka tiyan?	pushak alcaldesa imashpatak warmikunata wawakunata llakichikunaka tiyan
omniASR_LLM_1B	Chapter7_194_194.wav	Pandemiamantacha kan?	pandemiamantacha kan
omniASR_LLM_1B	Chapter7_195_195.wav	Ña pandemiawanka casokuna denunciakunapash mirashkami.	ña pandemiawanka kasukuna denunciakunapash mirashkami
omniASR_LLM_1B	Chapter7_197_197.wav	Warmikunata wakllichikka unkuytapash yallimi kashka, pandemiatapash yallimi kay mamallaktapi, tukuy mundopi.	warmikunata waklichika unkuytapash yalimi kashka pandemiatapash yalimi kay mamallaktapi tukuy mundupi
omniASR_LLM_1B	Chapter7_19_19.wav	Ña shinaka, huertokunaka nachu yapa tamyawan wakllishka.	ña shinaka wirtukunaka nachu yapa tamiawan waklishka
